respondent_id,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108
59,2,3,2,4,2,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,3,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,5,4,4,3,4,4,5,3,5,4,5,5,4,4,5,3,5,5,5,4,3,5,4,5,3,4,5,5,5,4,4,4,1,1,2,2,2,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
60,2,4,2,5,3,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3,2,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,4,5,4,5,2,2,2,1,5,4,4,5,4,4,5,4,4,4,4,4,5,4,3,5,4,4,4,4,4,4,5,5,4,5,3,4,2,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,无
61,2,2,5,4,3,1,2,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,3,4,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,5,5,3,4,4,3,3,5,3,2,4,2,5,4,3,4,4,4,5,3,4,5,4,5,4,5,5,3,4,4,3,3,3,4,5,4,3,3,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,无
62,2,3,1,5,2,3,3,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,4,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,3,2,2,2,2,2,3,4,4,4,5,5,4,3,3,4,4,5,5,4,4,5,4,4,4,4,5,4,4,4,4,4,5,3,4,2,2,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,无
63,1,3,5,6,4,3,3,1,0,1,0,0,0,0,1^无,0,1,1,0,1,0,1,0,3,2,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,4,5,3,5,4,3,4,4,5,3,5,4,4,5,4,4,3,5,4,4,5,4,3,5,4,4,4,3,4,5,5,5,4,5,4,1,3,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
64,1,2,2,3,3,2,3,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1^无,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,5,4,3,4,3,5,4,4,4,4,5,5,4,4,4,5,5,4,4,4,3,4,3,5,5,4,4,4,4,4,5,5,4,3,4,4,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,无
65,2,3,2,2,1,4,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3,2,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,3,4,4,4,3,4,5,5,5,3,5,5,3,5,3,4,5,5,3,3,4,3,5,4,5,4,4,5,4,4,5,4,4,4,3,4,3,2,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,无
66,1,1,3,5,2,3,3,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,4,5,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,5,3,4,4,3,5,4,5,3,4,4,3,3,4,4,5,3,5,4,5,4,3,4,4,4,4,3,5,3,4,4,4,5,4,5,3,5,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,无
67,1,1,2,6,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,3,3,0,1,0,1,0,0,1^无,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,5,4,4,5,4,4,3,4,4,5,5,4,5,4,5,5,5,5,5,5,5,1,2,2,2,1,2,2,2,3,2,3,1,2,3,2,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,无
68,1,3,1,5,1,1,3,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3,5,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,5,4,5,4,4,4,4,3,3,3,4,5,3,5,3,4,4,4,5,4,5,5,1,1,1,2,1,3,2,3,3,3,5,4,5,4,2,3,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,无
69,1,2,3,4,2,2,3,2,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,3,1,1,0,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,0,1,0,0,3,4,4,4,4,4,4,5,5,5,4,4,3,5,5,5,4,5,4,4,5,5,3,4,4,3,3,5,3,4,4,4,5,4,5,5,3,4,3,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
70,2,4,3,4,4,2,3,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,2,3,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,3,3,4,4,5,5,4,4,4,3,4,5,4,4,4,5,3,5,5,5,3,5,5,4,3,5,4,4,5,3,5,3,4,4,4,4,1,3,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,无
71,1,5,4,2,2,3,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,3,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,4,4,4,5,5,5,5,4,3,3,4,1,3,2,1,1,3,2,3,1,1,4,5,5,4,5,5,5,3,3,5,4,4,4,3,5,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
72,2,2,4,5,3,1,4,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,3,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,5,3,4,5,5,4,3,5,4,4,4,4,4,5,4,4,4,3,5,3,5,5,4,4,4,5,4,5,4,3,3,4,5,3,4,4,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
73,2,2,2,5,2,1,2,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,3,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,4,3,5,4,1,1,1,1,4,3,3,4,4,4,3,5,4,3,3,4,4,5,1,2,1,2,3,3,3,1,2,1,3,3,4,5,4,5,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
74,2,4,5,2,3,1,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,4,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,5,4,4,5,4,4,3,5,5,4,4,4,5,4,3,4,4,5,4,5,4,4,5,5,5,4,3,4,5,5,4,5,3,4,3,5,4,5,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1^无,无
75,1,5,4,2,2,1,3,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,3,2,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,5,5,5,4,5,4,4,4,5,3,5,5,5,4,4,4,4,5,4,4,4,3,4,4,5,4,3,5,5,5,5,4,4,4,3,4,1,2,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
76,1,4,3,4,2,1,2,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,2,2,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,4,4,5,4,5,5,4,5,3,3,4,5,3,1,1,1,3,1,3,1,2,2,1,1,3,2,1,1,3,2,3,4,5,5,4,4,3,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,无
77,1,2,3,6,3,2,2,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,3,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,2,5,4,5,4,5,4,5,2,3,3,3,4,3,5,4,4,4,4,3,5,4,4,5,3,4,4,5,3,5,4,5,3,1,1,3,1,3,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
78,2,3,5,5,1,1,3,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,3,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,3,5,5,5,4,3,5,4,4,3,5,4,3,3,4,4,4,3,5,4,3,5,4,5,4,4,3,5,3,5,4,4,5,4,3,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,无
79,2,5,2,5,2,3,2,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,2,5,1,0,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,0,1,0,0,3,2,1,5,4,5,4,3,5,5,3,4,4,3,4,3,4,3,4,5,4,3,5,3,3,2,2,3,2,1,1,1,1,2,5,4,4,3,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
80,1,3,5,2,1,1,4,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1^无,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,4,5,4,4,4,4,4,3,3,4,4,4,4,5,4,4,4,4,4,4,3,5,4,4,5,5,5,5,4,4,4,4,4,3,5,3,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,无
81,2,4,5,6,2,2,1,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,3,4,3,4,4,4,5,4,5,4,4,4,5,3,5,4,4,5,4,4,5,3,5,5,3,3,4,4,3,3,4,3,4,5,4,5,4,4,2,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,无
82,2,5,3,2,3,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,3,3,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,4,4,1,1,4,5,4,5,4,4,5,5,4,4,5,4,4,4,4,4,5,4,1,2,2,3,3,2,2,1,1,3,3,3,4,5,2,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,无
83,1,3,4,5,2,1,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,2,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,3,4,5,4,4,4,3,5,4,4,3,5,3,4,4,4,5,5,5,4,5,4,1,3,1,3,2,4,3,3,2,3,5,4,5,3,2,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,无
84,2,3,5,8^无,1,1,4,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,4,2,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,3,1,5,4,4,5,5,3,4,3,5,4,3,4,5,4,3,4,4,5,3,5,5,5,4,4,4,3,5,4,5,5,5,2,2,3,3,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,无
85,2,3,5,2,1,1,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,4,4,5,5,4,5,5,5,4,5,4,4,4,5,3,3,5,4,5,3,4,5,4,3,4,5,5,4,4,4,5,5,4,5,4,4,2,3,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,无
86,2,3,4,4,4,3,4,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,4,4,4,5,5,4,4,5,5,4,4,3,4,4,3,3,4,5,5,4,5,5,5,5,4,3,4,5,5,4,5,5,4,5,4,3,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,无
87,1,4,5,2,2,3,3,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,3,3,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,1,0,0,0,5,5,5,4,4,3,4,5,3,3,4,4,5,5,5,4,5,5,3,3,5,5,4,5,4,3,3,5,3,4,4,4,5,4,5,3,5,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
88,2,2,1,3,4,1,2,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1^无,1,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,1,0,0,1,3,1,5,5,4,5,4,4,3,5,3,5,5,4,4,4,5,4,5,4,4,3,4,2,2,1,1,3,2,2,1,2,3,4,5,5,3,3,3,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,无
89,2,2,3,6,4,1,3,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,3,3,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,3,5,3,4,4,5,5,5,1,3,1,3,4,4,5,4,3,5,4,3,3,4,4,4,5,4,4,5,3,3,3,5,4,3,4,4,2,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,无
90,1,3,4,2,2,1,3,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,4,2,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,4,4,5,5,4,5,5,4,4,5,4,5,5,4,4,4,4,4,3,3,3,4,3,4,4,4,3,4,4,4,5,4,3,3,4,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,无
91,1,3,1,4,3,1,2,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,2,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,1,0,0,0,4,5,3,4,4,5,4,5,5,3,4,5,5,5,4,5,4,3,4,3,3,4,5,4,4,3,5,4,3,3,5,5,3,4,4,4,4,3,2,2,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,无
92,2,3,2,2,4,2,2,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,3,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,4,4,4,4,2,4,3,2,4,5,4,5,4,4,4,4,5,5,5,4,4,4,5,5,4,4,4,4,4,3,4,4,5,5,4,4,1,2,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
93,2,3,2,5,1,4,3,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,4,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,3,5,4,4,4,5,3,3,3,4,5,4,4,3,4,3,3,5,5,3,5,4,3,5,5,3,4,5,5,5,4,5,5,3,5,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
94,1,2,5,4,3,1,3,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,3,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,3,4,4,5,5,5,5,3,4,4,5,4,3,4,4,5,4,3,4,5,4,4,4,4,5,4,4,5,3,3,4,4,3,5,3,2,3,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,无
95,1,2,5,3,5,2,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,2,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,5,4,4,4,5,4,5,4,4,4,4,4,3,3,4,4,5,3,5,4,5,4,3,3,2,2,2,1,3,2,2,1,3,4,3,2,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
96,1,3,3,3,4,1,1,2,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,2,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,1,0,0,0,4,3,4,4,4,4,4,4,4,3,5,3,4,4,4,5,4,4,5,5,4,3,4,4,5,3,4,4,4,5,4,4,4,4,4,5,3,5,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,无
97,2,4,2,4,2,3,5,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,3,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,4,3,4,5,3,4,4,3,2,1,1,4,5,5,4,5,5,3,3,5,4,3,4,4,5,4,5,4,4,3,4,4,3,5,4,4,5,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,无
98,2,3,4,2,2,2,2,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,2,3,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,3,4,3,4,4,4,4,5,2,3,3,3,4,4,4,5,4,5,4,4,3,4,3,4,4,5,4,5,4,4,4,4,5,5,4,4,1,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,无
99,2,3,3,2,1,2,1,1,0,1,0,0,0,0,1^无,0,1,1,0,1,0,1,0,2,4,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,4,4,4,4,5,4,4,3,4,4,5,4,4,3,4,5,4,4,5,5,4,5,4,4,4,4,5,4,4,4,4,4,5,3,4,1,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,无
100,1,2,3,2,2,2,4,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,2,1,1,1,2,3,2,3,4,1,1,2,2,3,2,3,2,2,4,1,2,3,1,3,4,4,4,4,3,4,5,3,5,3,3,1,1,4,5,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,无
101,2,5,4,2,3,1,2,2,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,4,1,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,4,3,5,4,4,4,3,3,1,1,5,4,4,5,5,4,4,5,3,3,3,4,5,4,4,4,3,5,5,3,5,5,4,4,4,4,3,4,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
102,2,2,5,8^无,3,2,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,2,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,3,5,4,5,5,5,4,5,4,4,4,3,5,4,5,5,4,4,4,4,5,4,4,4,3,4,4,4,5,5,5,5,3,4,5,4,1,2,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,无
103,2,3,3,2,2,3,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1,4,5,4,4,3,5,4,5,4,4,5,2,1,3,3,4,2,3,1,2,3,4,3,4,4,4,3,4,5,3,5,4,4,4,3,2,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
104,2,3,2,3,2,4,2,2,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,4,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,4,5,3,4,4,5,4,5,5,5,4,3,5,4,4,4,4,4,4,4,4,5,5,4,3,4,4,4,5,5,5,3,3,5,3,5,4,4,4,5,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,无
105,1,4,5,4,5,1,2,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,3,2,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,5,5,4,5,4,4,5,3,4,4,4,4,3,5,4,3,4,5,4,4,4,3,4,4,5,4,4,3,4,5,4,4,3,3,1,3,3,3,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,无
106,1,2,4,8^无,2,2,2,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,3,2,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,3,4,5,4,3,5,4,4,3,4,5,4,5,4,5,4,3,4,4,4,3,2,3,1,3,1,2,3,3,3,1,4,4,3,5,2,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
107,1,3,4,2,2,2,3,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,3,2,3,3,2,1,1,3,4,4,4,3,3,1,1,3,3,3,3,1,2,1,2,3,2,2,1,1,2,3,1,3,1,3,1,5,5,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
108,1,4,5,2,2,1,2,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,4,3,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,3,5,4,5,3,4,4,5,4,4,4,4,4,4,4,4,5,4,3,5,4,4,4,3,4,3,4,3,4,4,4,4,5,4,4,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,无
109,1,3,4,2,3,3,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,3,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,2,4,3,3,5,5,5,3,4,4,4,3,3,3,2,1,3,2,3,3,1,3,2,2,3,2,2,3,2,1,2,5,5,5,4,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,无
110,1,4,5,8^无,1,1,2,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,5,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,5,3,4,5,5,5,4,5,4,4,5,3,4,5,4,4,5,4,4,4,3,4,4,5,5,4,4,4,4,3,5,4,4,3,5,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
111,2,3,3,4,2,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,4,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,4,4,5,3,5,4,4,4,2,1,3,3,3,5,5,5,4,5,5,5,4,4,4,4,3,4,4,5,4,5,5,4,4,5,5,4,2,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,无
112,2,3,1,2,3,1,2,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,2,5,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,4,3,4,5,4,4,4,4,5,4,4,4,4,5,4,4,4,3,4,3,5,4,3,3,5,4,4,4,4,4,5,3,5,5,3,4,2,2,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,无
113,2,3,3,2,3,1,3,1,0,1,0,0,0,0,1^无,0,1,0,1,1,0,1,0,3,2,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,3,2,1,3,4,5,3,5,5,4,4,2,1,3,1,1,1,3,2,3,2,4,5,4,4,3,3,4,3,4,4,1,2,3,2,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,无
114,2,1,3,2,3,3,2,2,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,2,3,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,0,1,0,0,5,4,4,4,5,4,4,5,5,4,4,5,4,5,5,5,3,4,4,4,3,5,4,3,4,4,4,5,5,4,5,4,4,4,4,4,5,4,2,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,无
115,2,4,4,6,3,2,1,2,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,2,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,1,0,0,0,3,3,5,4,4,4,3,1,2,4,5,5,4,4,2,2,1,2,1,1,3,2,2,1,5,5,5,4,4,4,3,4,4,5,2,2,2,1,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
116,1,2,4,5,2,2,3,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,3,3,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,4,2,3,1,4,5,5,3,4,4,4,3,4,5,4,5,5,5,5,4,4,3,3,3,5,3,4,4,5,4,3,5,5,3,5,4,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
117,2,5,3,2,4,3,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,2,4,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,3,4,4,3,4,5,3,3,4,4,4,5,5,4,5,4,5,3,4,5,4,3,4,4,5,4,4,5,3,3,3,5,4,3,4,3,4,3,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,无
118,2,2,5,6,4,3,3,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,2,3,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,4,3,4,3,3,4,3,5,5,3,5,4,3,3,3,1,3,1,1,3,1,2,4,3,4,5,5,4,4,4,5,5,4,4,3,4,3,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1^无,无
